duaid,variant_id,insurance_net_gp_usd
02aa9b30-b4ad-4d6e-960b-028e7501b06a,1,0
02ae7e6d-8703-4eb3-8ba9-2e8745a20927,1,0
02b5d2e9-af71-4642-bcec-23b6fc33f9ea,1,0
02b62b83-6281-4baa-88e9-c4139dc90b05,1,0
02d2ff53-9d71-4c7d-9a7a-953c32d8e604,1,0
02ddc8cf-1056-45a1-b4a0-79a5a6fb41de,1,0
02feb26b-785d-4974-bcbc-838cf2e96c3f,1,0
03261cd0-000a-40ed-86b5-01eb45f0b528,1,0
032dfd5c-53b4-4606-a55f-4146aa7eec65,1,0
0339daec-c3bb-4ca5-afb1-0c90daa4b7f7,1,0
033bbf6a-beeb-446e-8186-e451dd91fb59,1,0
034809b5-ed47-45e3-90fb-df95879ba468,1,0
035a08fa-0418-44ef-8e7f-a43285490593,1,0
0360c133-e7b6-47ee-9f01-a0d8a1ad51d1,1,0
03746ed2-93cc-4d69-888e-48129acfccdf,1,0
03774f7b-87af-4348-bdee-319e042b387d,1,0
037b7a94-a09c-4eac-beba-5d690ba8169f,1,0
0380d9af-b2d3-416c-bbbd-4ff0f1386a01,1,0
03a68298-485f-4d0d-b85c-b04efbcb8b57,1,0
03b7f7c4-c394-48f0-8e6e-0b849b341ffb,1,0
03bce26a-a90a-4710-b003-05229ac3cbac,1,0
03ce1443-efbf-4c35-bb7c-23191391872e,1,0
03ecb90c-1a13-4f40-9cb6-53d288704919,1,0
03f00a4b-4e4e-4179-8f7e-5f11cd60937e,1,0
041813a2-fd3f-4f00-ba48-f8303066b1d2,1,0
04205fd6-7a7c-48ea-9f1d-078783d97ac9,1,0
04254cad-39fd-4453-a610-71a95dbd9e6d,1,0
044397db-e2ae-40e6-b641-1a89712aa0b8,1,0
0448937e-7678-47fe-a508-a70d5ffcf15a,1,0
045a9cb4-f78a-410b-8bd2-0743babae903,1,0
045ab1e4-51db-45c3-afa4-87b1797afe2f,1,0
04891e5d-09f6-4ee1-b5c9-3569cf4f5cdb,1,0
049caff3-736f-4ad2-a319-9cc6bc1ca97d,1,0
04a47b33-15d9-46cb-98ca-f4588179fa00,1,0
04bae92c-b48c-49c9-99fc-d85e696519c8,1,0
04d8dc7f-97dd-49c0-a22c-596fd8d22492,1,0
04f2172b-7cb4-488b-9853-04461346b54d,1,0
04f9cec9-5199-41f2-a86b-700ab7c4fd85,1,0
052c14b8-a4d6-4313-a732-c91aca2a2671,1,0
053487cd-460c-47f1-a888-d34693af3ed7,1,0
05445006-147b-4d2a-ac05-266728cad106,1,0
05520ec9-f2a3-4f6d-98ea-e45bf6c120b7,1,0
05528b99-d2bf-4fa1-99b4-4ce81c4b42bf,1,0
057c8d18-1e12-4c84-9f7d-ee0b1059c5b9,1,7.4831
058198ca-8d23-477a-b23b-415b0bdc149d,1,0
05ad7cb4-0c42-47fa-969d-da0ac4a92efe,1,0
05c5a5c5-0267-48fa-ab43-e42df93a47b5,1,0
05d5b4df-40f0-4ec3-ac95-e959a1ff4da5,1,0
05d9da9d-546d-407d-951b-a916d82193d8,1,0
05e1274a-e7d5-4db6-b622-b5fd953dfb59,1,0
05f32494-4ff6-436b-9277-aab082295f5e,1,0
05f55d14-6e59-44b6-9d64-35ef70ebdef1,1,11.0126
05f84d14-8c77-446a-b4c3-167a5756a8e9,1,0
0641d995-ccc0-4055-9e6c-f1dca58c47a4,1,0
066ff2a8-0935-45ae-8798-51b7ea7fd3b5,1,0
068022b3-6303-4df6-88c6-658c21c8afff,1,0
06863749-6608-4501-9648-6a44fa675f11,1,0
06a62864-4949-40d3-b497-937593c44886,1,0
06eef829-509c-4e4f-ac2a-a4d69f7f24ab,1,0
07079c1d-357d-4401-a252-c0f65ba91d43,1,0
07082b92-4956-49c1-9cb9-3ac85f92b848,1,0
07140b2a-41c8-4b89-8ab9-2142a453099e,1,0
0724f324-4145-4048-91b1-775598225353,1,0
072f817e-8c83-467e-887c-90b9d9cc3973,1,0
073ba6b2-3ee4-47b6-bb92-05ac8aa37305,1,0
07426f64-12f3-4bad-b1c1-957a61caaeac,1,0
0746325e-1dee-42d0-b177-aa9097f0a520,1,0
07680348-f6e7-478a-9e3d-e302d2cfd6d5,1,0
077fa15e-9474-450b-82d2-3a8d03558fc6,1,0
078348aa-d57b-4722-afb3-459bf9e11708,1,0
078ee9ce-89cb-466e-8414-62ed5a7eba2f,1,20.2134
079c70ad-c8ec-4d10-b46c-9d0cd471c844,1,0
07a2e38a-0bd0-4f5b-aff3-3f0fd7aed69f,1,0
07aac41a-6e67-463e-899b-20af3dea24e3,1,0
07dc1063-f375-4403-9852-07330cebfe0a,1,0
0834bdc0-1d58-4a16-aea6-d8e0f6efe354,1,0
0846fcd2-ae64-48f0-ada6-4e2c0bf7634b,1,0
084c9ccb-4fc9-4dd7-a355-29e677198777,1,0
084d70e5-767a-4043-9a29-e23fd4bf1541,1,0
0856b5d4-ed5a-40b7-b7b3-69cd0ff82db7,1,0
0868fbdd-48f1-4a3f-906c-fdd50c7f6ce8,1,0
086916df-45e4-40e3-8ccc-53c332cc9b1d,1,0
0878201a-e55c-4952-acf6-88255415990d,1,0
087e1fc2-aa10-4e57-96a7-56ab2c9ea568,1,0
0881a3f5-4b53-4e4a-97b5-f2fa66df755b,1,0
089bb25d-0cdb-4cf6-b82b-d65b25333a09,1,0
08a46562-3a37-4a72-b130-5dbdc3d2e3e4,1,0
08a8549f-61f6-4a5a-96f7-b4195d882a25,1,0
08bab1b1-ed4c-4765-bd57-f5454c7663b1,1,0
08dafa3e-667a-45bd-9a56-535190897ea6,1,0
08dc8acc-ffc8-4eca-a636-a9d74dfcecd0,1,0
090d7e81-8c5a-4073-a8f4-008c94e4217d,1,0
092d9a0d-f4d8-4cb8-83c4-52c9d9500c05,1,0
093f26a8-054a-470e-a73a-a2026df1c7fa,1,0
0956ebb1-b4ec-4e4e-b1b9-3c5aadcbe220,1,0
0961be36-932a-4dcb-8d4b-a981acee941d,1,0
0962ebf1-ee79-4051-8e48-2267540043ec,1,0
096f462f-47c7-47c1-9f29-2796cbf09cb6,1,0
09745688-04dc-402e-b1b0-7bb7c65ebddd,1,0
09827c56-259e-4541-92a2-0bb2040c255f,1,0
0986cb9f-8587-4775-812a-2da16e98a6cd,1,0
09934cdf-8af5-4616-9789-397708019461,1,0
099829be-94ba-4ba1-97f1-67ac90eff8b9,1,0
09a19cb6-b47f-4944-96aa-f3749ecb5c57,1,0
09c10c61-d5f4-412e-8993-0513e536d627,1,0
09cad9d0-b766-4356-b3d4-6bd5dea5a4ec,1,0
09ea01fa-3108-4ad5-9e5e-a2ba6ec6064a,1,0
0a0a2969-ac08-4b0d-9b23-69767e2ba87e,1,0
0a0aa80e-0a8e-4ff6-b6f9-9b7c77ce2980,1,0
0a2dfa0e-c359-4906-9180-7d9fe8f9f9f3,1,0
0a4a3abe-fa7b-4335-b2ca-9a5d97654a1b,1,0
0a602458-da4b-4ace-9509-98e8edccf3a6,1,0
0a6aa50e-e9b7-4639-b940-bf1bb05c5848,1,0
0a95eb2f-40f6-4634-9c1f-f8caa6e56add,1,0
0a971280-4170-4fbb-add4-1ab74b38d7a7,1,6.3887
0ab72174-fdfb-4bf3-bcf2-88021f0a84ba,1,0
0ac00d80-589f-41e7-a13b-a3713fd8008a,1,0
0acfd50f-bc7a-4233-8d21-927fd5c34cc5,1,0
0ad40a22-0d7d-4d5c-91e0-64c02e3b3b13,1,0
0aea6ef4-7bfb-4063-aa16-e0346f661a25,1,0
0aecb26e-739d-4353-8fcb-49cc07170a9f,1,0
0af1d2f9-de38-41ba-a7b3-3f2daead4997,1,0
0b2865a0-5403-4f9b-b832-12464b9b6e74,1,0
0b49a064-f07a-480a-8239-ca3fe068ba90,1,0
0b4c11e9-f750-43c0-a67b-361f470f4709,1,30.696
0b5b3a6a-0728-4837-bae0-96019efe6379,1,0
0b6cd51e-ed1d-4837-bb3f-35a59feb5bd9,1,0
0b6f3dc6-6aca-4baa-b6da-d3b15a344597,1,0
0b8428af-9a9a-4226-a7a3-6f4652d5a67e,1,0
0b8bda4c-c679-43cb-8173-cb1bb3396909,1,0
0b958729-630c-4c3f-84fb-eb369edf53a0,1,0
0b9eb049-c2df-4940-93da-f7425f369c3e,1,0
0bd14bdb-53f9-4e55-bf69-6d52acfa55a7,1,0
0bf6e36f-4bf3-44b2-a006-dcce59c9d849,1,0
0bfe0571-7dd7-4a55-8474-723116f0d77e,1,0
0c079d46-eff8-4778-bcb3-f3a8232ea8bc,1,0
0c1db888-7d3c-47a1-8521-80a7d9152c5f,1,0
0c25c02b-bdc1-4803-8523-440cbb6f50be,1,0
0c3ca16c-1924-47c5-a707-da4fd4d7703a,1,0
0c51b205-aac7-40ec-a688-b4ce62f74bee,1,0
0c5a9af3-b29b-46cb-8285-7ab95f4c3956,1,0
0c8b916c-8a82-4cf7-911f-1bc5ab62e190,1,0
0c967289-69e1-4f9b-9591-173531a50307,1,0
0c99c64b-1e5f-4c3f-bd8d-f7839296d2bc,1,0
0cb937d7-bace-4c64-aa2d-e483c6aa8863,1,0
0cc30225-7497-41a9-83c3-4743428548f6,1,0
0cc6776d-56db-4cf2-8a4d-e377f2841a41,1,68.2314
0cd1be20-5d18-406b-a34e-65aa5ad7eeb1,1,0
0cd84b5b-7e4b-4fb7-8fdc-ea64779dfd9e,1,0
0cdb72f9-698e-40f1-b9d2-58e1ee24d678,1,0
0cdca734-44d4-49d6-abb7-9d8f4edf98f3,1,0
0cee8ad5-5aac-49cf-b5a2-e0144ed5a083,1,8.2029
0d023032-6df7-42ee-9b4b-be9b4262fe09,1,0
0d04df7f-cb14-4d27-8b98-a1853efa6429,1,0
0d06d738-f3d2-4044-b745-2cba80ebb24f,1,0
0d218796-c359-409b-8413-3b2d54637eb9,1,0
0d292eb8-2473-4d9e-917d-c185f540cfeb,1,0
0d3f052b-4b8f-4860-9878-8679f0f8fcac,1,6.3887
0d66675c-a531-4319-9790-9bdd826dd3ef,1,0
0d6ce66c-2de3-462d-9224-0fd04b445cf1,1,0
0d92baa6-e71f-4e10-a8cf-e8b6bc6ae4ef,1,0
0da5afc9-f719-4d6d-99a7-6cf6f8255ca0,1,0
0db27e5b-82e1-40e1-bd12-64c58cd9e28a,1,0
0db70da6-7cb3-4da8-967a-aed96baaccf3,1,0
0dc8b948-ec10-4c60-a3af-b8e87031b068,1,0
0dd622b4-b34a-4808-ba72-6c8f5a59e657,1,0
0dda8128-8109-4cb8-a601-d5187ceee0c9,1,0
0dfb5a27-171e-49bb-9dc7-559390ed3b8c,1,0
0dfc6655-e115-4f52-a9ef-16d9d23d1d5b,1,0
0e06ed15-a11f-4680-a15b-63b14ac19886,1,0
0e082e56-e02d-4dc6-9f26-142fcc5451f3,1,0
0e10a35b-e898-4041-8703-942d330c3d3f,1,0
0e1ccf35-294d-4c5c-9904-9a88cb4ccf34,1,0
0e1d1c0d-db2c-43f0-859b-97400544a95e,1,0
0e1d945f-12dd-418d-a581-19e449ac5932,1,0
0e34798b-ddac-49ed-9bf5-030b4d682a07,1,0
0e4f509d-bf79-4cbe-b3c7-4aa7f0a6dc00,1,0
0e500b32-e6bb-417a-aaab-f19be2aab623,1,0
0e5e141e-caf3-4c97-8125-2656ff467aa7,1,0
0e79f395-1a01-4b06-a592-0b8c2731fc3a,1,0
0eb3324d-5307-44f7-a622-f6040e31a0aa,1,12.4126
0eb9b557-a6c0-4c12-844d-5c304d4aa82f,1,0
0ec8c83f-a685-403f-897c-b67916e5102b,1,20.1121
0eca4598-2af3-4e70-afc5-a8939a14e216,1,0
0ee4ff2c-4bac-42c8-bfe0-c3292b383a4b,1,0
0eeb01d5-3c20-4fde-b3db-8b4762344ad6,1,0
0eef9e09-1fcb-4f09-87d8-cc61b3c5a486,1,0
0ef509de-47c6-472d-825e-f3ad6401f609,1,0
0ef6fd88-2fdb-477d-86c5-987290f3e7dd,1,0
0f0f3b4c-f66b-4cc0-9d5e-85c5d494d604,1,0
0f165fe7-57ce-46b2-a29f-df79bea15047,1,0
0f289dc7-2a07-4e14-97ab-7e3c12721558,1,0
0f2d356f-98a9-4661-8d96-cd4bea40ee4a,1,0
0f71ce2e-9fad-44d0-bbf1-24f92dd941b5,1,0
0f73e327-ed08-4e9d-ad87-60757ab0ee2f,1,0
0f7a7bcf-98af-4ceb-a107-2fd7700000ac,1,0
0f801951-f06d-4d2d-bd09-dddd25b091f4,1,0
0f8e4907-1dee-414e-b3f4-177ac51c46f2,1,0
0fa3d41a-be30-4d65-be1b-3daf42ddbb30,1,0
0fa4b464-4656-4168-918f-fbdfe47f45c2,1,0
0fa5eb27-9f3d-437d-bb02-eb1c710c3cc5,1,0
0fac8334-a4eb-4cf3-8019-6cc0918f4327,1,0
0fb5297e-72aa-42fd-8619-8eb0b467de47,1,0
0fb81df4-0f53-461d-8b5c-e470fd25620e,1,0
0fbd9954-6613-4e80-bbbf-b51537dcd3b7,1,0
0fceebd7-58f8-4fd6-90b3-c3b463091490,1,0
0fec90dc-392c-4cac-abec-61bb5d673dfb,1,0
0ffe093a-be12-497e-ad89-78955458d7cc,1,0
0ffe5b40-5964-42df-aab4-6047fd3b00fb,1,0
101d0f1a-d1b0-4a90-a306-a5a17a7dde46,1,0
101f75ef-9c8d-41de-b1b9-7df8bcbb0acd,1,0
10248dc5-f693-4ec2-861e-eb0c124e330c,1,0
102c6dac-2864-4be5-8ef0-2ba296a1930c,1,0
1038ce51-17f2-476e-87ed-fc549093b2a1,1,0
103b7044-2a87-4dde-a37b-84b15428196b,1,0
104a8fb8-975c-45ff-8cdf-ffc01c99edc9,1,0
1056a104-5d85-4521-8458-a4f2ede7f691,1,0
10615f1d-f195-44dc-bf50-74827046b447,1,0
106ea261-e71e-4a09-900b-60c8eb6738ff,1,0
108bfcc1-078f-404c-96a5-b5405ed0661b,1,0
108f1ec1-c3a7-4745-a300-4c5037a3a964,1,0
10940f96-4e9c-40e4-b611-9b2eb78df04f,1,0
10a22ee3-49f3-415d-bfb7-eaa0e4475ca3,1,0
10a529e6-134b-4719-9165-a3a9b074aa9b,1,0
10c4d402-f184-4e25-ba10-27fc71abe37a,1,0
10c69865-f05d-40ad-bc38-89d33406e9d0,1,0
10c9f38a-10bd-46bc-ba13-2a3714147a8f,1,0
10d7a89b-9be2-4deb-8c3a-546d0a7649e6,1,0
10db0c3b-ef6c-4d09-9850-73ca0735f1f3,1,0
10df0410-8b52-4b63-b9f6-2e9cd71e6c70,1,0
10f0329b-675e-47d9-83d8-1ff038f31bba,1,0
110cb6c2-fdbf-47d1-9310-467a09ebfa14,1,0
1111c48f-42a2-47e0-9968-662c90ee180c,1,0
11224dae-87d3-4248-bbfd-01ad80584dfe,1,0
112b8395-fffb-466d-955c-c97ef8650ab6,1,0
11389374-b93b-4c17-bd41-2a3724e00950,1,0
113e1f72-2975-4464-987a-57dad4b37f3a,1,0
1151311b-0486-4e64-9635-cacdc7b5ce9e,1,0
1160b657-103a-4374-85d3-245f3672f375,1,0
116b5e91-bed1-46ba-af3e-bfc8d83ce29c,1,0
117a24ce-f8b7-40ba-a9b1-cf32b9d5d8d3,1,0
119594fd-b7c9-44a0-8f6b-2838d64f6d83,1,0
11a2af0f-3acd-4d73-89bd-a0c92279c99f,1,0
11a4054b-698b-4cea-8a4a-7527a868d368,1,0
11acbd49-14ae-457d-a4e5-4adf78a85551,1,0
11ca7456-3d9d-4134-b193-6bd03f16d55e,1,0
11cc5dd3-ee86-4001-8608-91d5bcad9fb7,1,0
12146caf-c36e-4805-a9b7-46fe71febe59,1,0
1236cbd1-e280-410d-8eae-62e49c7447b8,1,0
12372e38-74f5-4bf6-9910-a17c3bda2cbc,1,0
124a0812-17bb-48a6-b952-5955ed9b7c2c,1,0
124d8690-bab4-47cd-9670-356f0c90f741,1,0
12525edc-3ba2-4d61-9d5c-b86c6093e50e,1,0
12558b1b-4120-4c99-ac27-bf9e2a2c6613,1,0
1263417f-2783-4e55-8ab4-a9bc36695912,1,0
12693507-10e5-457a-94ad-eba7a2017626,1,0
1282073c-4ff0-4e24-8f1b-b187ef3bfc3a,1,0
128e7dde-4839-46c7-9b73-2a5e3d9440c8,1,0
12a4f79a-67b1-4e38-bcb5-6665f19dcbd2,1,0
12ab60bc-1661-43e4-b074-3ae258e7c221,1,0
12abbe10-82c3-4af4-973d-1ed7ba97fd7b,1,0
12afdf6b-75cc-488a-99c6-8ddb5a5c4ac7,1,0
12b2eff1-8745-4226-a2f0-60f12815c21b,1,0
12ec3e18-8564-4d6c-b8be-1df0e0e64a10,1,0
1304cf29-7bd7-4907-a267-b81789cb315f,1,0
13254e3d-b43d-4240-b321-6767d9aea07f,1,0
133ba4a8-08ce-4a6f-b298-c3aa54006ac7,1,0
1345b3c7-4317-4332-aaf7-ac8c0855be92,1,0
1352c1fb-8a66-486d-955c-769a4ba92a1c,1,0
1355ad93-8431-44e9-b191-7b376a7ec80d,1,0
1368c934-5f55-4c08-afe5-c12861661187,1,0
13861c3a-fdd2-4e4c-af5e-32bb1eb8a8a2,1,0
138aa070-1eea-494a-bdad-4f89f0bd04ad,1,0
13a4abf1-f915-4043-a3cb-a5c35607e3bf,1,0
13a4dae8-a55d-4780-b14d-b0c423ec90db,1,6.3887
13b08609-1ee4-4cd2-9f4a-54f8bd2ae978,1,0
13b6fa73-9116-4cd6-8132-2eddd93ec18b,1,0
13b8b27a-93dd-49a1-9089-d9db78779343,1,0
13be64b8-ee93-4f3e-b588-e354ac37b0df,1,0
13c83b1d-a915-4bea-8fa1-f567b7c6e834,1,11.4234
13d5033f-1d87-4d35-9557-44738cbe2ab3,1,9.6028
13de0bcb-3fb0-4514-b877-c842e96fd1ad,1,0
13ed6fa8-3a2a-4946-8757-4a1074486002,1,0
13f1cae0-da0d-4e1e-b99b-429a4a32f0e2,1,0
140e6410-45b9-4f7b-a097-293028eeca53,1,0
142656f5-e791-4a0f-a3ca-7af42ee1fd79,1,0
1429e89d-7773-40eb-874a-c14b021cf0a8,1,0
1435aaa1-7aad-450c-bbaf-09f21df01c13,1,0
14381d73-dfe9-4daf-b95e-d19a444ea10f,1,0
143c3dae-ca88-485b-a5c2-8cb571211c9b,1,0
146ba4e5-f69d-4673-ab02-aeb4751e9694,1,0
1473b329-8202-4503-b3c2-da56d5638c84,1,0
1483d9a6-5402-49e6-be6a-bdd06d3e458d,1,0
148cb0b9-fced-49c2-85b1-3f77fdcca210,1,0
149c12af-1d47-4e75-866d-38c5103cbf53,1,0
14a51899-eacf-4aa5-bf19-e9085fa9ce04,1,0
14be304f-9671-4ef4-8f15-a064ffefd03e,1,0
14c33b16-fce1-4ee9-a4ed-3d502e718d44,1,0
14ce25a7-b683-4f33-aeec-3a8fdcf0f644,1,0
14d433e5-e116-45e7-ac8e-cce147cd351d,1,0
150a8d45-fd5a-4f49-bd0c-de7de7fb11f9,1,0
151a37d7-4ade-4a8a-b109-ff060a1ca4ed,1,0
1551c50e-5c88-454c-81f0-39a5753f7bba,1,0
15629680-8347-433f-9521-478065efb1f5,1,0
15697207-32f3-48a4-af9f-d5ec72313b3e,1,0
156d9401-abb3-4394-b76c-955608d86fe6,1,0
157f6470-6062-444e-87c9-55bb236aae97,1,0
1590cd61-71b3-438e-92d0-ccab4fd629c8,1,0
159a7f36-02a8-4cda-9a7d-c8440ecd10fe,1,0
159d4924-1f18-48d9-9e8b-d717b1de29a1,1,0
15a5b4f8-0917-47cd-80d2-96fb4835f4a0,1,0
15d344ef-beb8-481f-8cba-361b634fee52,1,0
15d560ed-6ce8-4fb0-a233-84b4399f0a28,1,0
15e7a43f-8dd5-4dd5-8f5d-b7b99de52168,1,0
15ecc9bc-f2be-44f1-8a57-214676c9870c,1,0
15f19b77-9265-4014-a2e0-f1550ae6569c,1,0
15f9ce6a-7667-4014-9edb-f7c3f6deb6e6,1,0
1626a38c-4253-4fc0-aee7-f31075b58cd9,1,0
1631012a-57a4-4de4-822e-7078fd9be43f,1,9.5526
164e35a9-0d5a-4f94-bbf3-91ebc6ec1866,1,18.0126
16574bb0-0fe3-43d1-ba00-59a28920e3f6,1,0
166295b4-a49e-4e5a-8060-53d33b593878,1,0
16d24397-9d80-4128-9ad2-5fc0141b80db,1,0
16dbafd1-2e7f-41c8-9cb5-166f4f5f18e6,1,0
16e195f1-4fda-40dc-96e0-8c9cf8385866,1,0
16eb90e3-83f0-400d-b32a-6fad22019a67,1,0
16f0ffe9-b524-496c-bf92-06334a94a8b2,1,0
1708a7ee-2bf6-46fd-abf1-edd1a59b9fc4,1,0
1767b807-918b-4c01-808d-13390376696b,1,0
17745957-bd8f-4f6b-acec-88703e2147a0,1,0
177c50bd-753b-4057-bbd5-acabc01422ab,1,0
17934510-93cc-49f5-bbf3-6a02aa08e0b8,1,0
17942990-ba46-4e10-a92c-66132cc99ad2,1,0
179dcbde-9f41-4e5f-b92b-029300d129fd,1,0
17a437ac-1071-4190-9c5a-7e8a9626b70d,1,0
17b6a505-0294-4480-b958-253c00e783dc,1,0
17b77680-9ace-4b33-8f6a-16f0d7a016ff,1,0
17c21423-57d3-42ff-a3bd-7895bd1ffe59,1,0
17c85c55-f7f7-4484-885f-1c203b17d7ca,1,0
17f61e77-c79d-4515-9a35-e8cf983489f6,1,0
18119542-672b-4756-92c6-38c7a7bf1d50,1,0
18650bf0-863c-4223-9f0b-e2e3c1e83548,1,0
18670939-2750-4605-ba93-cab2accc1e14,1,0
186c5428-faa8-431e-a3a0-d904e7fd1895,1,0
187f3a68-92ac-4b2f-a15d-211ef81c003a,1,0
189b0920-5851-4b01-982d-20231c74f1e5,1,0
18a7d9a9-fe8a-4a86-81fc-1e7cf492c79f,1,0
18cf6ecf-0c38-44aa-830f-1dab7ce470aa,1,0
18d44ae5-1e9b-4fc8-a169-23122f16c2af,1,0
18d5a415-9014-4923-8161-106091971475,1,0
18d65102-2c21-4882-950e-026ea1e6f694,1,0
18ee291c-2115-424c-a701-4acf5099888d,1,7.3848
18f3251e-36a1-4999-8713-004bceeeedbe,1,0
18f5d76c-8e81-428e-a097-34cb58943973,1,0
190a61a9-a31c-4a4e-8b44-bf1bf470d32a,1,0
190faa2d-9299-4b44-902b-ed9c81a8cb0f,1,0
192658dd-244f-40cf-8e04-a37407f5dd06,1,0
19315904-3ebf-436c-8e0b-150a64c57802,1,0
1949605c-72a7-4a3c-8fcf-c60d9985da75,1,0
19555eac-6f46-4636-a70c-2afde97d028d,1,0
196a0feb-f641-4b65-b5ed-ea7e84b3dc29,1,0
198e747a-04b8-408d-8e7a-03cd29e7f6e8,1,0
19a634e0-a207-4b01-867c-1e3bc5d6fd2a,1,0
19a6abf9-5a4d-4724-aee5-f043f4ec6639,1,13.7141
19a6cc41-7acd-42d1-8f39-8582ecb363a5,1,0
1a179bcd-3168-4800-b93b-d89b29a04ac4,1,121.9709
1a26d936-ce07-41a6-af63-3c621fd7b189,1,0
1a3b1d97-a131-475a-8cf8-b70b89f9333f,1,0
1a4cea1a-a9d1-447b-9a7a-76c82bcfed6c,1,0
1a692f9f-bac4-48b2-9584-71069f1da8c2,1,0
1a6b2610-6afb-4272-8f9c-9be4e0e19a25,1,0
1a7d9420-8eb0-4b80-bbb0-23812ed94669,1,0
1a86a5a1-0951-4204-8b64-eb266f10c04b,1,0
1a91ed43-50bb-42db-9651-7307e88abfc4,1,0
1ab1c513-f597-4b37-891c-e856d0c46120,1,0
1ab78679-acc2-4b0b-a363-4bd8ef8f4833,1,6.3887
1aca4ec0-8269-4be8-8fb8-652079171c04,1,9.2282
1ad3a1dd-9599-4b39-80a9-433d9f011cff,1,0
1ad63cdb-df90-4309-96d7-d0036b6704cd,1,0
1ae51a91-a649-409e-8808-6391b608c29d,1,0
1aece3c3-3e2d-4548-8c8e-398593cc9e83,1,0
1af20ffd-f9d1-4a51-a3f8-cce7338e40fd,1,17.5111
1b06fd28-6cd0-4d1c-a9e5-4213f0d796b3,1,0
1b11151a-4d6e-47d1-8815-b22fbc030af6,1,0
1b28d094-576b-4943-b2b5-e01b6022ecdb,1,0
1b306bd9-73ca-4758-9702-fe6809e9083f,1,0
1b347439-7de8-4d4f-96c5-edeeb3c487e9,1,0
1b603f99-81e9-4b08-99a9-1f4f58ebeb05,1,0
1b759e54-447b-41f3-9ed7-54c22fadcb9a,1,0
1b78d155-a9ae-4c57-b5ba-eb623f5bae8c,1,0
1b977a7e-6930-4119-b06e-57c61e4d935f,1,6.682
1bad60f1-118e-4772-97d4-d2d46a665302,1,0
1bb2de56-1267-44fe-b6c6-87c8ca41f645,1,0
1bb80cc2-c7a9-44ca-a815-02a680a148ad,1,0
1bc7bdbd-0d7f-44fb-9ed7-1142386f8ca8,1,0
1be0d384-f01a-4ee4-8613-0239947b7b2e,1,0
1bf68a0d-3330-47ec-bd6e-a4d0d53809e6,1,0
1bfa03fa-93d8-4617-b4b8-8d3c83551bbc,1,0
1c0fa483-2f8a-432d-b0cb-8d0932808c59,1,0
1c2a60f9-0076-4da8-8cf3-b98712feab00,1,0
1c331b8f-3bc1-4873-a986-0c89a7ebb06e,1,6.3887
1c62cffa-2ba0-474f-b3ea-b55a2d860ba2,1,0
